Unnamed: 0,Best,Brussel,Luxumburg,Month
Part 851,5,5,7,3
Part 852,2,9,3,3
Part 853,4,10,9,3
Part 854,7,6,5,3
Part 855,8,4,9,3
Part 856,9,4,3,3
Part 857,5,8,7,3
Part 858,1,2,2,3
Part 859,9,3,2,3
Part 860,7,9,6,3
Part 861,1,10,6,3
Part 862,1,3,5,3
Part 863,7,9,7,3
Part 864,1,9,3,3
Part 865,1,7,1,3
Part 866,5,6,5,3
Part 867,9,7,1,3
Part 868,4,2,1,3
Part 869,7,7,8,3
Part 870,7,9,10,3
Part 871,7,4,5,3
Part 872,7,2,4,3
Part 873,9,10,2,3
Part 874,2,7,10,3
Part 875,4,5,3,3
Part 876,2,10,10,3
Part 877,6,3,8,3
Part 878,2,5,10,3
Part 879,6,5,9,3
Part 880,2,2,10,3
Part 881,10,5,3,3
Part 882,1,4,1,3
Part 883,10,10,2,3
Part 884,9,7,2,3
Part 885,7,3,1,3
Part 886,6,7,5,3
Part 887,1,3,10,3
Part 888,5,9,6,3
Part 889,2,4,3,3
Part 890,7,3,1,3
Part 891,8,3,6,3
Part 892,10,7,5,3
Part 893,5,8,2,3
Part 894,3,5,3,3
Part 895,9,3,7,3
Part 896,10,2,2,3
Part 897,7,2,7,3
Part 898,10,6,7,3
Part 899,5,3,5,3
Part 900,10,4,10,3
Part 901,8,3,8,3
Part 902,2,6,9,3
Part 903,5,1,6,3
Part 904,3,2,6,3
Part 905,4,5,4,3
Part 906,3,10,7,3
Part 907,6,9,5,3
Part 908,5,10,6,3
Part 909,2,6,10,3
Part 910,2,10,2,3
Part 911,10,3,10,3
Part 912,4,8,6,3
Part 913,3,6,2,3
Part 914,2,8,6,3
Part 915,9,1,2,3
Part 916,8,3,1,3
Part 917,4,8,10,3
Part 918,7,4,6,3
Part 919,4,6,7,3
Part 920,3,5,9,3
Part 921,3,2,3,3
Part 922,6,6,10,3
Part 923,4,2,8,3
Part 924,1,8,7,3
Part 925,5,7,5,3
Part 926,6,4,9,3
Part 927,1,10,1,3
Part 928,3,4,1,3
Part 929,1,8,10,3
Part 930,9,7,4,3
Part 931,10,9,4,3
Part 932,4,9,4,3
Part 933,4,1,9,3
Part 934,2,9,4,3
Part 935,2,4,2,3
Part 936,10,2,10,3
Part 937,10,5,2,3
Part 938,5,2,9,3
Part 939,9,1,2,3
Part 940,8,2,6,3
Part 941,7,8,9,3
Part 942,2,2,6,3
Part 943,3,7,7,3
Part 944,2,9,7,3
Part 945,1,3,2,3
Part 946,10,1,1,3
Part 947,10,1,2,3
Part 948,2,3,9,3
Part 949,7,4,9,3
Part 950,1,4,9,3
Part 951,8,9,2,3
Part 952,3,1,8,3
Part 953,7,7,8,3
Part 954,10,4,4,3
Part 955,3,7,10,3
Part 956,10,4,5,3
Part 957,3,4,4,3
Part 958,7,5,5,3
Part 959,10,8,8,3
Part 960,10,4,9,3
Part 961,9,3,3,3
Part 962,5,6,10,3
Part 963,9,2,4,3
Part 964,2,6,7,3
Part 965,6,4,2,3
Part 966,3,9,1,3
Part 967,8,4,3,3
Part 968,1,7,10,3
Part 969,2,8,5,3
Part 970,5,5,9,3
Part 971,3,4,8,3
Part 972,2,6,10,3
Part 973,9,6,1,3
Part 974,7,1,7,3
Part 975,6,6,7,3
Part 976,6,10,6,3
Part 977,5,6,7,3
Part 978,5,2,8,3
Part 979,1,7,5,3
Part 980,9,3,3,3
Part 981,5,4,5,3
Part 982,4,4,8,3
Part 983,9,1,2,3
Part 984,7,10,6,3
Part 985,8,7,8,3
Part 986,1,2,5,3
Part 987,6,7,3,3
Part 988,8,10,3,3
Part 989,4,7,4,3
Part 990,3,8,3,3
Part 991,10,4,10,3
Part 992,6,5,8,3
Part 993,6,5,10,3
Part 994,4,6,8,3
Part 995,2,4,10,3
Part 996,2,7,4,3
Part 997,5,6,3,3
Part 998,6,2,4,3
Part 999,10,3,4,3
Part 1000,8,10,10,3
Part 1,1,2,6,4
Part 2,1,9,5,4
Part 3,5,9,5,4
Part 4,8,1,8,4
Part 5,5,8,4,4
Part 6,10,5,2,4
Part 7,5,1,4,4
Part 8,8,3,2,4
Part 9,4,5,1,4
Part 10,9,7,6,4
Part 11,6,4,8,4
Part 12,9,7,7,4
Part 13,2,7,2,4
Part 14,1,9,1,4
Part 15,1,4,4,4
Part 16,3,3,3,4
Part 17,2,8,6,4
Part 18,6,2,7,4
Part 19,9,6,5,4
Part 20,1,3,9,4
Part 21,9,1,6,4
Part 22,2,7,6,4
Part 23,1,1,8,4
Part 24,1,5,4,4
Part 25,2,3,2,4
Part 26,4,5,1,4
Part 27,5,5,7,4
Part 28,4,3,7,4
Part 29,9,3,10,4
Part 30,1,3,4,4
Part 31,9,4,10,4
Part 32,9,7,2,4
Part 33,6,9,10,4
Part 34,3,2,10,4
Part 35,2,1,2,4
Part 36,5,2,9,4
Part 37,6,6,5,4
Part 38,8,2,6,4
Part 39,7,5,9,4
Part 40,7,4,3,4
Part 41,3,3,6,4
Part 42,8,4,4,4
Part 43,5,7,5,4
Part 44,10,6,8,4
Part 45,5,8,1,4
Part 46,4,10,10,4
Part 47,5,6,3,4
Part 48,5,4,8,4
Part 49,8,4,5,4
Part 50,2,5,2,4
Part 51,7,5,10,4
Part 52,8,2,9,4
Part 53,10,4,1,4
Part 54,5,8,8,4
Part 55,1,9,6,4
Part 56,1,5,1,4
Part 57,5,1,9,4
Part 58,1,3,5,4
Part 59,2,10,6,4
Part 60,1,9,2,4
Part 61,8,3,7,4
Part 62,2,7,6,4
Part 63,8,10,7,4
Part 64,8,8,3,4
Part 65,10,9,5,4
Part 66,5,2,6,4
Part 67,6,5,6,4
Part 68,2,1,7,4
Part 69,2,2,1,4
Part 70,2,1,10,4
Part 71,10,5,2,4
Part 72,6,7,1,4
Part 73,4,2,6,4
Part 74,1,7,7,4
Part 75,9,5,2,4
Part 76,3,6,1,4
Part 77,6,1,10,4
Part 78,7,2,10,4
Part 79,2,9,8,4
Part 80,7,3,1,4
Part 81,10,9,10,4
Part 82,10,3,10,4
Part 83,5,8,1,4
Part 84,1,7,8,4
Part 85,3,8,3,4
Part 86,5,7,10,4
Part 87,4,6,1,4
Part 88,3,7,7,4
Part 89,10,3,6,4
Part 90,10,8,1,4
Part 91,3,2,1,4
Part 92,9,6,4,4
Part 93,7,8,8,4
Part 94,9,6,2,4
Part 95,3,8,4,4
Part 96,6,10,7,4
Part 97,5,4,10,4
Part 98,7,4,3,4
Part 99,1,4,2,4
Part 100,8,3,6,4
Part 101,4,2,3,4
Part 102,4,2,9,4
Part 103,5,5,4,4
Part 104,7,6,2,4
Part 105,7,3,1,4
Part 106,7,6,3,4
Part 107,7,6,4,4
Part 108,10,2,1,4
Part 109,10,8,2,4
Part 110,10,4,9,4
Part 111,4,10,2,4
Part 112,5,10,10,4
Part 113,4,1,7,4
Part 114,3,1,1,4
Part 115,9,2,5,4
Part 116,10,4,2,4
Part 117,2,4,2,4
Part 118,4,9,5,4
Part 119,8,9,8,4
Part 120,3,7,10,4
Part 121,2,2,3,4
Part 122,9,6,8,4
Part 123,2,10,10,4
Part 124,3,1,5,4
Part 125,2,1,6,4
Part 126,3,1,6,4
Part 127,5,10,5,4
Part 128,9,10,3,4
Part 129,2,9,7,4
Part 130,8,7,4,4
Part 131,4,5,1,4
Part 132,1,1,1,4
Part 133,4,5,2,4
Part 134,7,6,1,4
Part 135,10,4,1,4
Part 136,9,4,3,4
Part 137,9,7,1,4
Part 138,5,5,3,4
Part 139,2,4,8,4
Part 140,3,3,2,4
Part 141,3,7,2,4
Part 142,7,4,10,4
Part 143,7,1,5,4
Part 144,7,5,4,4
Part 145,1,1,3,4
Part 146,9,3,10,4
Part 147,6,4,2,4
Part 148,3,4,2,4
Part 149,6,5,5,4
Part 150,9,9,9,4
Part 151,3,6,7,4
Part 152,9,10,10,4
Part 153,5,3,8,4
Part 154,5,5,3,4
Part 155,10,5,4,4
Part 156,5,2,8,4
Part 157,7,10,2,4
Part 158,3,8,7,4
Part 159,8,10,9,4
Part 160,7,9,5,4
Part 161,1,6,7,4
Part 162,3,4,1,4
Part 163,3,7,9,4
Part 164,1,6,10,4
Part 165,9,9,10,4
Part 166,10,3,6,4
Part 167,10,9,8,4
Part 168,4,5,5,4
Part 169,2,10,9,4
Part 170,8,8,1,4
Part 171,3,8,6,4
Part 172,4,9,6,4
Part 173,1,10,1,4
Part 174,9,6,10,4
Part 175,1,8,6,4
Part 176,7,3,10,4
Part 177,3,9,3,4
Part 178,7,3,3,4
Part 179,9,1,4,4
Part 180,9,5,6,4
Part 181,3,9,7,4
Part 182,6,9,7,4
Part 183,1,8,7,4
Part 184,5,6,4,4
Part 185,5,9,4,4
Part 186,4,7,3,4
Part 187,8,3,6,4
Part 188,1,7,9,4
Part 189,7,1,3,4
Part 190,8,6,9,4
Part 191,5,3,2,4
Part 192,4,1,3,4
Part 193,3,9,3,4
Part 194,6,1,10,4
Part 195,8,1,2,4
Part 196,3,4,3,4
Part 197,10,2,3,4
Part 198,8,4,5,4
Part 199,4,7,5,4
Part 200,6,9,7,4
Part 201,5,9,9,4
Part 202,3,8,10,4
Part 203,10,10,7,4
Part 204,4,1,8,4
Part 205,6,3,6,4
Part 206,9,6,9,4
Part 207,10,1,8,4
Part 208,10,2,8,4
Part 209,3,7,1,4
Part 210,2,2,9,4
Part 211,2,1,4,4
Part 212,6,3,5,4
Part 213,2,9,4,4
Part 214,4,2,2,4
Part 215,5,9,7,4
Part 216,1,1,6,4
Part 217,6,4,5,4
Part 218,1,2,5,4
Part 219,5,5,1,4
Part 220,9,8,8,4
Part 221,2,8,9,4
Part 222,6,2,7,4
Part 223,7,7,8,4
Part 224,3,7,4,4
Part 225,1,6,4,4
Part 226,4,4,6,4
Part 227,5,5,8,4
Part 228,9,9,3,4
Part 229,8,2,3,4
Part 230,9,7,1,4
Part 231,9,10,4,4
Part 232,6,9,2,4
Part 233,3,9,5,4
Part 234,4,5,1,4
Part 235,8,2,8,4
Part 236,10,8,8,4
Part 237,3,7,10,4
Part 238,9,10,7,4
Part 239,7,9,7,4
Part 240,8,10,2,4
Part 241,4,5,2,4
Part 242,1,6,9,4
Part 243,4,9,4,4
Part 244,3,10,10,4
Part 245,2,6,10,4
Part 246,10,6,2,4
Part 247,10,1,4,4
Part 248,3,3,5,4
Part 249,2,1,1,4
Part 250,9,1,7,4
Part 251,8,1,5,4
Part 252,4,10,2,4
Part 253,5,1,10,4
Part 254,10,2,7,4
Part 255,6,10,9,4
Part 256,8,8,2,4
Part 257,4,3,5,4
Part 258,5,6,1,4
Part 259,6,3,3,4
Part 260,9,3,6,4
Part 261,4,5,3,4
Part 262,8,6,10,4
Part 263,5,6,10,4
Part 264,1,5,10,4
Part 265,8,10,6,4
Part 266,6,2,2,4
Part 267,4,1,2,4
Part 268,2,7,4,4
Part 269,1,3,4,4
Part 270,2,9,7,4
Part 271,9,7,8,4
Part 272,7,6,8,4
Part 273,5,1,3,4
Part 274,9,7,6,4
Part 275,6,5,3,4
Part 276,9,4,5,4
Part 277,7,8,5,4
Part 278,9,10,1,4
Part 279,8,4,2,4
Part 280,1,2,1,4
Part 281,6,5,9,4
Part 282,4,4,7,4
Part 283,7,10,1,4
Part 284,8,5,6,4
Part 285,6,4,4,4
Part 286,7,2,8,4
Part 287,4,7,5,4
Part 288,4,5,1,4
Part 289,9,6,5,4
Part 290,5,9,2,4
Part 291,3,3,3,4
Part 292,4,9,2,4
Part 293,2,6,10,4
Part 294,3,5,3,4
Part 295,8,4,2,4
Part 296,9,4,8,4
Part 297,2,10,9,4
Part 298,6,3,5,4
Part 299,9,3,10,4
Part 300,6,9,2,4
Part 301,4,4,2,4
Part 302,8,10,3,4
Part 303,3,4,6,4
Part 304,6,6,6,4
Part 305,3,1,4,4
Part 306,2,3,2,4
Part 307,7,10,6,4
Part 308,4,5,2,4
Part 309,2,10,2,4
Part 310,3,2,2,4
Part 311,7,2,9,4
Part 312,5,3,5,4
Part 313,4,5,1,4
Part 314,2,7,2,4
Part 315,3,4,1,4
Part 316,7,9,6,4
Part 317,1,5,7,4
Part 318,5,1,2,4
Part 319,8,3,10,4
Part 320,10,7,9,4
Part 321,8,4,3,4
Part 322,4,1,2,4
Part 323,8,5,5,4
Part 324,3,2,8,4
Part 325,2,7,9,4
Part 326,4,1,2,4
Part 327,4,6,2,4
Part 328,4,10,2,4
Part 329,4,7,7,4
Part 330,10,1,6,4
Part 331,9,3,1,4
Part 332,2,2,9,4
Part 333,2,1,2,4
Part 334,5,4,8,4
Part 335,3,5,4,4
Part 336,9,10,6,4
Part 337,3,1,1,4
Part 338,10,5,3,4
Part 339,7,9,2,4
Part 340,4,3,6,4
Part 341,10,2,6,4
Part 342,8,7,2,4
Part 343,8,6,3,4
Part 344,4,4,5,4
Part 345,7,2,7,4
Part 346,4,9,1,4
Part 347,8,5,6,4
Part 348,6,9,4,4
Part 349,3,7,1,4
Part 350,1,3,5,4
Part 351,10,7,5,4
Part 352,7,7,7,4
Part 353,5,8,8,4
Part 354,1,4,5,4
Part 355,3,2,5,4
Part 356,9,10,1,4
Part 357,9,2,9,4
Part 358,10,4,7,4
Part 359,9,2,6,4
Part 360,3,6,1,4
Part 361,7,4,1,4
Part 362,7,3,6,4
Part 363,5,3,2,4
Part 364,5,4,6,4
Part 365,1,9,10,4
Part 366,9,2,8,4
Part 367,4,6,4,4
Part 368,1,3,10,4
Part 369,5,6,1,4
Part 370,1,4,4,4
Part 371,7,7,8,4
Part 372,8,1,6,4
Part 373,9,6,7,4
Part 374,5,1,3,4
Part 375,2,7,4,4
Part 376,9,6,6,4
Part 377,4,7,5,4
Part 378,9,6,8,4
Part 379,10,3,1,4
Part 380,10,5,2,4
Part 381,4,9,4,4
Part 382,10,7,7,4
Part 383,2,4,7,4
Part 384,3,10,10,4
Part 385,3,10,1,4
Part 386,3,1,5,4
Part 387,3,7,4,4
Part 388,7,10,9,4
Part 389,1,1,10,4
Part 390,8,10,8,4
Part 391,10,2,2,4
Part 392,10,3,1,4
Part 393,4,8,9,4
Part 394,1,10,1,4
Part 395,10,7,5,4
Part 396,2,9,1,4
Part 397,5,6,2,4
Part 398,2,9,4,4
Part 399,3,7,8,4
Part 400,2,5,1,4
Part 401,2,8,4,4
Part 402,8,6,6,4
Part 403,6,6,8,4
Part 404,3,1,10,4
Part 405,5,5,7,4
Part 406,5,6,4,4
Part 407,7,10,7,4
Part 408,4,8,2,4
Part 409,5,9,3,4
Part 410,7,7,8,4
Part 411,9,8,7,4
Part 412,5,1,6,4
Part 413,9,2,5,4
Part 414,5,6,3,4
Part 415,1,10,2,4
Part 416,3,7,1,4
Part 417,7,9,2,4
Part 418,6,9,8,4
Part 419,6,3,4,4
Part 420,8,3,10,4
Part 421,10,6,3,4
Part 422,10,5,9,4
Part 423,1,1,2,4
Part 424,2,9,3,4
Part 425,6,7,7,4
Part 426,1,5,7,4
Part 427,10,10,7,4
Part 428,4,4,5,4
Part 429,4,4,1,4
Part 430,2,4,7,4
Part 431,8,7,5,4
Part 432,3,6,6,4
Part 433,9,1,10,4
Part 434,7,8,8,4
Part 435,8,2,4,4
Part 436,3,8,3,4
Part 437,7,3,6,4
Part 438,6,7,8,4
Part 439,2,5,7,4
Part 440,4,4,6,4
Part 441,7,2,10,4
Part 442,4,4,3,4
Part 443,1,6,5,4
Part 444,8,8,5,4
Part 445,9,9,6,4
Part 446,5,5,6,4
Part 447,6,7,4,4
Part 448,10,8,8,4
Part 449,1,10,4,4
Part 450,7,6,7,4
Part 451,2,8,4,4
Part 452,8,6,2,4
Part 453,5,7,8,4
Part 454,2,10,7,4
Part 455,5,2,1,4
Part 456,9,3,4,4
Part 457,10,3,6,4
Part 458,6,3,9,4
Part 459,9,3,3,4
Part 460,9,1,3,4
Part 461,1,4,5,4
Part 462,1,8,7,4
Part 463,6,6,8,4
Part 464,9,3,4,4
Part 465,5,9,6,4
Part 466,9,1,6,4
Part 467,3,7,6,4
Part 468,10,6,7,4
Part 469,8,9,5,4
Part 470,7,8,7,4
Part 471,8,2,5,4
Part 472,5,10,9,4
Part 473,2,2,9,4
Part 474,1,9,9,4
Part 475,8,10,6,4
Part 476,1,1,2,4
Part 477,8,6,9,4
Part 478,2,10,5,4
Part 479,8,5,7,4
Part 480,5,9,5,4
Part 481,2,10,7,4
Part 482,7,8,2,4
Part 483,1,6,7,4
Part 484,3,5,7,4
Part 485,9,7,10,4
Part 486,8,6,4,4
Part 487,5,1,9,4
Part 488,2,5,7,4
Part 489,1,5,8,4
Part 490,5,6,9,4
Part 491,5,4,9,4
Part 492,10,4,6,4
Part 493,4,7,5,4
Part 494,3,8,5,4
Part 495,5,10,1,4
Part 496,2,1,3,4
Part 497,8,10,7,4
Part 498,6,7,5,4
Part 499,5,4,1,4
Part 500,10,6,2,4
Part 501,6,1,4,4
Part 502,6,1,10,4
Part 503,1,1,7,4
Part 504,5,4,1,4
Part 505,2,10,2,4
Part 506,8,6,7,4
Part 507,4,9,6,4
Part 508,5,7,6,4
Part 509,3,8,4,4
Part 510,6,5,3,4
Part 511,5,2,4,4
Part 512,4,9,7,4
Part 513,1,6,4,4
Part 514,6,8,1,4
Part 515,10,5,2,4
Part 516,9,9,9,4
Part 517,7,8,4,4
Part 518,1,3,5,4
Part 519,4,6,9,4
Part 520,4,10,10,4
Part 521,7,3,10,4
Part 522,5,2,1,4
Part 523,4,10,1,4
Part 524,6,3,7,4
Part 525,2,7,9,4
Part 526,8,8,10,4
Part 527,8,9,5,4
Part 528,2,8,9,4
Part 529,10,10,6,4
Part 530,9,10,7,4
Part 531,8,4,6,4
Part 532,4,3,1,4
Part 533,4,6,8,4
Part 534,3,6,8,4
Part 535,1,9,6,4
Part 536,9,1,10,4
Part 537,9,6,7,4
Part 538,8,4,10,4
Part 539,1,2,10,4
Part 540,4,2,8,4
Part 541,3,8,5,4
Part 542,3,5,2,4
Part 543,6,6,4,4
Part 544,10,5,6,4
Part 545,3,4,3,4
Part 546,5,4,4,4
Part 547,7,5,4,4
Part 548,10,7,8,4
Part 549,3,5,7,4
Part 550,6,4,10,4
Part 551,4,4,6,4
Part 552,5,6,6,4
Part 553,3,5,6,4
Part 554,2,8,4,4
Part 555,5,7,3,4
Part 556,4,10,8,4
Part 557,9,10,5,4
Part 558,8,6,7,4
Part 559,2,7,6,4
Part 560,5,6,7,4
Part 561,9,3,10,4
Part 562,6,5,7,4
Part 563,8,3,6,4
Part 564,2,1,8,4
Part 565,8,9,2,4
Part 566,7,2,5,4
Part 567,1,8,7,4
Part 568,6,9,1,4
Part 569,4,10,5,4
Part 570,1,3,1,4
Part 571,3,1,7,4
Part 572,5,7,4,4
Part 573,5,8,8,4
Part 574,7,7,9,4
Part 575,1,10,7,4
Part 576,5,4,5,4
Part 577,9,3,4,4
Part 578,9,9,8,4
Part 579,9,7,4,4
Part 580,6,3,10,4
Part 581,6,2,3,4
Part 582,7,2,7,4
Part 583,9,1,1,4
Part 584,9,10,5,4
Part 585,6,10,5,4
Part 586,6,9,8,4
Part 587,10,6,5,4
Part 588,2,6,6,4
Part 589,2,1,6,4
Part 590,10,6,2,4
Part 591,8,5,2,4
Part 592,7,10,6,4
Part 593,7,10,3,4
Part 594,7,2,7,4
Part 595,6,1,4,4
Part 596,9,8,7,4
Part 597,8,2,5,4
Part 598,9,3,2,4
Part 599,9,7,3,4
Part 600,6,4,1,4
Part 601,8,5,3,4
Part 602,10,9,1,4
Part 603,10,10,1,4
Part 604,3,3,7,4
Part 605,2,2,7,4
Part 606,3,5,7,4
Part 607,1,4,1,4
Part 608,5,8,5,4
Part 609,10,9,3,4
Part 610,5,5,2,4
Part 611,1,1,1,4
Part 612,7,5,1,4
Part 613,5,9,6,4
Part 614,4,5,1,4
Part 615,5,1,6,4
Part 616,4,3,10,4
Part 617,10,6,7,4
Part 618,2,8,7,4
Part 619,5,3,9,4
Part 620,8,5,8,4
Part 621,8,7,4,4
Part 622,7,3,1,4
Part 623,9,5,3,4
Part 624,9,9,2,4
Part 625,5,6,3,4
Part 626,7,7,3,4
Part 627,1,4,7,4
Part 628,6,3,4,4
Part 629,2,9,4,4
Part 630,2,9,6,4
Part 631,2,6,6,4
Part 632,1,1,6,4
Part 633,1,7,8,4
Part 634,2,3,9,4
Part 635,1,4,4,4
Part 636,5,3,9,4
Part 637,2,4,8,4
Part 638,6,1,8,4
Part 639,3,10,3,4
Part 640,6,8,2,4
Part 641,3,10,2,4
Part 642,4,10,1,4
Part 643,1,4,4,4
Part 644,5,7,2,4
Part 645,4,8,5,4
Part 646,1,5,8,4
Part 647,6,3,5,4
Part 648,6,3,10,4
Part 649,9,9,3,4
Part 650,4,5,4,4
Part 651,9,9,1,4
Part 652,4,8,7,4
Part 653,5,1,3,4
Part 654,2,9,6,4
Part 655,1,5,2,4
Part 656,5,8,10,4
Part 657,7,9,5,4
Part 658,2,6,10,4
Part 659,1,9,5,4
Part 660,7,8,10,4
Part 661,4,6,3,4
Part 662,3,7,10,4
Part 663,1,2,7,4
Part 664,5,1,2,4
Part 665,4,6,4,4
Part 666,10,3,4,4
Part 667,6,8,9,4
Part 668,10,10,1,4
Part 669,8,2,5,4
Part 670,5,9,1,4
Part 671,4,10,6,4
Part 672,9,10,8,4
Part 673,9,5,4,4
Part 674,9,8,2,4
Part 675,1,4,4,4
Part 676,8,8,7,4
Part 677,10,6,7,4
Part 678,4,9,9,4
Part 679,1,8,3,4
Part 680,4,4,9,4
Part 681,1,4,5,4
Part 682,1,2,5,4
Part 683,10,10,10,4
Part 684,9,4,9,4
Part 685,6,6,2,4
Part 686,4,9,10,4
Part 687,5,5,5,4
Part 688,8,1,6,4
Part 689,10,3,9,4
Part 690,3,9,3,4
Part 691,3,3,7,4
Part 692,1,6,6,4
Part 693,9,3,4,4
Part 694,3,2,6,4
Part 695,10,1,3,4
Part 696,2,9,3,4
Part 697,5,1,8,4
Part 698,4,7,7,4
Part 699,3,3,10,4
Part 700,1,4,1,4
Part 701,9,10,3,4
Part 702,2,9,4,4
Part 703,10,7,2,4
Part 704,2,5,8,4
Part 705,9,1,5,4
Part 706,4,10,1,4
Part 707,8,3,4,4
Part 708,3,9,7,4
Part 709,4,4,3,4
Part 710,6,7,5,4
Part 711,4,3,10,4
Part 712,9,1,5,4
Part 713,1,5,2,4
Part 714,10,4,10,4
Part 715,5,3,2,4
Part 716,9,10,7,4
Part 717,5,4,7,4
Part 718,9,4,3,4
Part 719,2,3,6,4
Part 720,4,9,2,4
Part 721,2,7,3,4
Part 722,6,5,8,4
Part 723,9,1,10,4
Part 724,10,2,8,4
Part 725,3,7,6,4
Part 726,4,10,8,4
Part 727,2,10,3,4
Part 728,7,2,9,4
Part 729,7,1,9,4
Part 730,3,1,9,4
Part 731,6,10,1,4
Part 732,4,4,8,4
Part 733,2,10,9,4
Part 734,9,4,2,4
Part 735,8,6,7,4
Part 736,2,2,5,4
Part 737,10,6,5,4
Part 738,1,7,1,4
Part 739,10,4,5,4
Part 740,3,1,9,4
Part 741,7,2,10,4
Part 742,1,5,9,4
Part 743,8,1,2,4
Part 744,10,4,5,4
Part 745,7,4,6,4
Part 746,2,7,2,4
Part 747,7,8,1,4
Part 748,6,7,3,4
Part 749,6,3,7,4
Part 750,8,8,6,4
Part 751,8,10,10,4
Part 752,10,7,1,4
Part 753,5,2,6,4
Part 754,9,7,2,4
Part 755,1,3,9,4
Part 756,7,7,7,4
Part 757,5,10,1,4
Part 758,2,9,7,4
Part 759,4,3,2,4
Part 760,10,10,9,4
Part 761,5,7,2,4
Part 762,1,3,10,4
Part 763,5,6,2,4
Part 764,4,4,10,4
Part 765,4,1,1,4
Part 766,2,9,9,4
Part 767,5,5,6,4
Part 768,4,5,3,4
Part 769,8,3,10,4
Part 770,4,8,10,4
Part 771,4,5,6,4
Part 772,3,6,4,4
Part 773,5,4,8,4
Part 774,4,5,6,4
Part 775,5,1,5,4
Part 776,7,8,10,4
Part 777,6,4,3,4
Part 778,6,4,1,4
Part 779,8,4,8,4
Part 780,7,5,7,4
Part 781,8,8,1,4
Part 782,9,1,8,4
Part 783,2,10,6,4
Part 784,8,10,10,4
Part 785,2,4,4,4
Part 786,10,10,6,4
Part 787,1,9,7,4
Part 788,2,7,8,4
Part 789,7,6,2,4
Part 790,4,6,2,4
Part 791,1,9,10,4
Part 792,3,10,2,4
Part 793,8,9,6,4
Part 794,10,7,10,4
Part 795,4,1,4,4
Part 796,9,8,8,4
Part 797,10,9,3,4
Part 798,4,8,10,4
Part 799,9,3,5,4
Part 800,3,1,7,4
Part 801,1,1,4,4
Part 802,3,6,2,4
Part 803,9,6,8,4
Part 804,1,9,9,4
Part 805,3,8,7,4
Part 806,3,9,3,4
Part 807,1,8,7,4
Part 808,9,1,5,4
Part 809,6,9,9,4
Part 810,7,4,5,4
Part 811,3,8,8,4
Part 812,9,5,8,4
Part 813,1,1,3,4
Part 814,10,5,4,4
Part 815,3,1,3,4
Part 816,2,5,3,4
Part 817,1,7,9,4
Part 818,10,5,1,4
Part 819,3,6,7,4
Part 820,9,3,2,4
Part 821,5,6,5,4
Part 822,4,5,5,4
Part 823,10,1,8,4
Part 824,2,4,3,4
Part 825,8,1,5,4
Part 826,1,7,2,4
Part 827,9,4,1,4
Part 828,10,1,7,4
Part 829,2,10,3,4
Part 830,9,1,2,4
Part 831,9,1,10,4
Part 832,4,6,6,4
Part 833,7,4,4,4
Part 834,8,9,5,4
Part 835,10,7,5,4
Part 836,7,9,7,4
Part 837,1,9,4,4
Part 838,3,10,5,4
Part 839,4,1,5,4
Part 840,8,7,7,4
Part 841,1,4,7,4
Part 842,7,1,10,4
Part 843,6,1,3,4
Part 844,9,7,2,4
Part 845,7,10,5,4
Part 846,7,6,8,4
Part 847,10,2,4,4
Part 848,10,2,10,4
Part 849,1,7,2,4
Part 850,2,6,8,4
Part 851,4,3,1,4
Part 852,1,5,3,4
Part 853,9,4,6,4
Part 854,3,2,8,4
Part 855,10,4,9,4
Part 856,10,7,5,4
Part 857,2,10,7,4
Part 858,9,2,5,4
Part 859,5,9,9,4
Part 860,9,9,6,4
Part 861,6,2,3,4
Part 862,9,1,9,4
Part 863,3,9,3,4
Part 864,6,2,9,4
Part 865,9,5,6,4
Part 866,10,7,4,4
Part 867,10,2,1,4
Part 868,3,3,4,4
Part 869,7,8,5,4
Part 870,5,7,5,4
Part 871,10,5,8,4
Part 872,8,6,10,4
Part 873,5,3,2,4
Part 874,8,5,4,4
Part 875,10,7,5,4
Part 876,1,9,4,4
Part 877,4,10,4,4
Part 878,6,3,5,4
Part 879,3,2,9,4
Part 880,7,5,1,4
Part 881,5,5,10,4
Part 882,4,8,6,4
Part 883,2,3,10,4
Part 884,10,3,7,4
Part 885,5,7,3,4
Part 886,10,8,5,4
Part 887,10,6,4,4
Part 888,3,6,5,4
Part 889,6,4,10,4
Part 890,3,9,4,4
Part 891,3,1,3,4
Part 892,2,1,2,4
Part 893,10,10,7,4
Part 894,8,9,2,4
Part 895,10,5,4,4
Part 896,10,9,1,4
Part 897,5,3,2,4
Part 898,7,6,10,4
Part 899,2,8,10,4
Part 900,10,9,6,4
Part 901,3,2,4,4
Part 902,4,4,2,4
Part 903,7,4,1,4
Part 904,5,1,7,4
Part 905,3,3,1,4
Part 906,10,8,1,4
Part 907,9,3,6,4
Part 908,9,6,7,4
Part 909,2,1,8,4
Part 910,7,7,4,4
Part 911,6,3,2,4
Part 912,6,1,2,4
Part 913,7,4,1,4
Part 914,8,8,7,4
Part 915,6,5,6,4
Part 916,9,9,8,4
Part 917,6,9,8,4
Part 918,3,5,5,4
Part 919,9,5,1,4
Part 920,7,7,1,4
Part 921,6,7,3,4
Part 922,3,9,10,4
Part 923,7,5,6,4
Part 924,8,2,1,4
